t,qkd,mfg,bankQ,bankP,xq,xp,y,servedQ,servedP,ageQ,ageMean,ageOldest
2400,59.15623628299143,0.0,67.94803291035018,0,59.15623628299282,0.0,3.0411229090532288e-12,59.15623628299143,0.0,258.42116127716116,263.0869812759205,295
2520,75.6461583536097,0.0,0,0,692.4376683885839,0.0,3.0127011996228248e-12,75.6461583536097,0.0,0.0,0.0,0.0
2640,73.32862852072935,0.0,629.7141136982214,0,39.7742248441248,0.0,2.8776980798284058e-12,28.70937852778271,0.0,0.0,37.14723658189205,51
2760,142.76314915338602,0.0,3232.825160258025,0,78.7790311572988,0.0,2.8634872251132037e-12,154.68372164677365,0.0,1.709701510160537,58.40975286989905,171
2880,121.84853512850137,0.0,4522.4133912136995,0,90.25973005436333,0.0,2.587263736586465e-12,90.25973005436104,0.0,2.524474745746138,152.95395560588383,291
3000,76.84679232256661,0.0,4228.11409728084,0,81.5006160186994,0.0,2.2879476091475226e-12,81.50061601869729,0.0,77.54727634947405,218.2556700397263,300
3120,89.32498336312764,0.0,939.1245625057376,0,73.49832496192369,0.0,2.1103119252074976e-12,102.69243668864353,0.0,20.94381439073379,206.38760894440045,286
3240,60.85258862175357,0.0,0,0,518.7366582648018,0.0,2.1174173525650986e-12,60.85258862175357,0.0,0.0,0.0,0.0
3360,98.84324008629565,0.0,0,0,2871.860850647519,0.0,2.0747847884194925e-12,98.84324008629562,0.0,0.0,0.0,0.0
3480,101.36243422161692,0.0,0,0,3418.468276456829,0.0,1.9895196601282805e-12,101.36243422161692,0.0,0.0,0.0,0.0
3600,76.04311443543017,0.0,0,0,1053.2459348357431,0.0,1.9042545318370685e-12,76.04311443543017,0.0,0.0,0.0,0.0
3720,57.281936021772204,0.0,2170.9494455151585,0,1.008043520389738,0.0,1.8545165403338615e-12,59.3962669738202,0.0,1.0,43.759655803040296,81
3840,55.49571416725593,0.0,4194.84142780126,0,33.30303761054325,0.0,1.7976731214730535e-12,33.303037610529884,0.0,0.333614043972368,109.89609489156436,201
3960,72.59555459553309,0.0,3766.7231774733964,722.8617765465561,34.50180190245984,0.0,1.7266188478970435e-12,87.05120301054603,0.0,65.86465466325566,210.6331912702069,300
4080,97.23464621308416,0.0,2778.2811813779417,722.8617765465561,68.57746280101199,0.0,1.7408297026122455e-12,97.7715745277207,0.0,1.0,142.78274228140592,294
4200,82.85857482145488,0.0,3367.836677391543,722.8617765465561,94.08791144077752,0.0,1.6644463585180347e-12,35.69968798732049,0.0,3.4067152354317947,112.51136253885633,195
4320,73.41044116774233,0.0,2574.789463882944,722.8617765465561,60.063884550181186,0.0,1.588063014423824e-12,60.06388455016814,0.0,149.31823813609756,241.75914141585173,300
4440,113.03399966210247,0.0,0,2168.5853296396685,1642.9207088690182,0.0,1.2789769243681803e-12,113.03399966210247,0.0,0.0,0.0,0.0
4560,108.43755069538851,0.0,0,1445.7235530931123,1782.7220704194763,0.0,1.1368683772161603e-12,108.43755069538851,0.0,0.0,0.0,0.0
4680,91.75010286508913,0.0,0,722.8617765465561,1264.1284438821367,0.0,8.100187187665142e-13,91.75010286508915,0.0,0.0,0.0,0.0
4800,84.72390856147352,0.0,1694.4676758411435,0,36.2554743803083,0.0,7.780442956573097e-13,56.066814514550096,0.0,0.2095788419061988,23.15002998656768,46
4920,102.74683460937976,0.0,4548.084385255815,0,36.64769964123265,0.0,8.739675649849232e-13,129.6122385232686,0.0,1.947967868349724,96.67841547359242,166
5040,107.85273913949618,0.0,4018.314442728028,0,151.30243941395588,0.0,9.876544027065393e-13,151.30243941393002,0.0,145.25127281793948,227.67961354534205,286
5160,79.62433256032476,0.0,205.54387262665546,0,74.70334268182924,0.0,9.805489753489383e-13,74.70334268180335,0.0,255.46099778938475,282.1712465478501,300
5280,31.05454525816028,0.0,0,0,1719.082396101289,0.0,9.663381206337363e-13,31.05454525816028,0.0,0.0,0.0,0.0
5400,51.06637970969334,0.0,0,6016.447106186224,2799.2645299899987,0.0,9.521272659185342e-13,51.066379709693344,0.0,0.0,0.0,0.0
5520,85.05965000321548,0.0,0,12784.950100645727,2857.652753443449,0.0,8.100187187665142e-13,85.0596500032155,0.0,0.0,0.0,0.0
5640,136.14835796938283,0.0,0,12784.950100645727,3650.7253240903697,0.0,9.663381206337363e-13,136.1483579693828,0.0,0.0,0.0,0.0
5760,107.41080523081929,0.0,0,0,352.12878361615947,0.0,7.389644451905042e-13,107.41080523081928,0.0,0.0,0.0,0.0
5880,141.79182983836176,0.0,2260.669073156396,0,110.83200905942462,0.0,6.679101716144942e-13,87.47671967802205,0.0,0.676768412226573,57.49687914101092,108
6000,125.1097806664578,0.0,3304.9045402216607,0,122.10823986181805,0.0,5.329070518200751e-13,95.64562618651658,0.0,10.23172153053582,150.5057068578608,228
6120,77.0959696860612,0.0,1183.8857173216022,0,52.28558801635714,0.0,5.311306949806749e-13,38.85302582860315,0.0,63.1631576596588,248.4195891131251,300
6240,80.74505009009911,0.0,0,0,693.612603787396,0.0,4.547473508864641e-13,80.74505009009911,0.0,0.0,0.0,0.0
6360,99.12235006999526,0.0,0,0,103.4455312990385,0.0,-2.842170943040401e-14,99.12235006999526,0.0,0.0,0.0,0.0
6480,129.1720435849718,0.0,4708.61050795707,0,73.31471624934281,0.0,-2.842170943040401e-14,96.67000563069502,0.0,0.7496740599018873,64.90531507412302,118
6600,100.83712711559724,0.0,5128.588593135671,0,92.74650717759377,0.0,-1.7053025658242404e-13,92.7465071775683,0.0,88.5271834216451,178.63097266295267,238
6720,115.92731098880434,0.0,1109.4505170356385,0,113.23405017876902,0.0,-3.375077994860476e-13,54.8458267252999,0.0,101.86072260771371,272.30187621060134,300
6840,138.38935292915934,0.0,0,0,964.0606695003479,0.0,-5.115907697472721e-13,138.38935292915934,0.0,0.0,0.0,0.0
