t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey,q_sumsq,z_l1,z_sumsq,z_max,lyapunov,key_inflow,key_overflow
21,120000000.0,0,800000.0,2299527.9539516903,3731600000,1.196130983361841,1.3133054255930394,0,3.73074256e+18,6895796.099480519,8595892107088.965,1500000.0,1.866230869210709e+18,7291519.386563904,2.2737367544323206e-11
22,0.0,0,1000000.0,2335403.492467354,3976600000,0.0,0.0,0,4.19458756e+18,5636164.277522612,5972868088678.7295,1300000.0,2.0978910668088678e+18,7291519.386563904,2.2737367544323206e-11
23,0.0,0,1200000.0,2371279.030983018,4221600000,0.0,0.0,0,4.68968256e+18,4376532.455564707,3879616158860.832,1100000.0,2.3452292416158863e+18,7291519.386563904,2.2737367544323206e-11
24,448400000.0,1,0.0,2232067.7639431264,4018200000,30.92789361550001,144.0,1,4.26003124e+18,9420025.6336068,18846024545252.94,2300000.0,2.1319002224545252e+18,7291519.386563904,2.2737367544323206e-11
25,0.0,0,200000.0,2268306.574255492,4263200000,0.0,0.0,0,4.74054624e+18,8157124.365478582,15149380140610.49,2100000.0,2.371788058014061e+18,7304597.171245153,8.222656305845177e-10
26,0.0,0,400000.0,2304545.3845678573,4508200000,0.0,0.0,0,5.25231124e+18,7021799.424568875,11968927940541.605,1900000.0,2.627352512794054e+18,7304597.171245153,8.222656305845177e-10
27,1370000000.0,2,0.0,2043475.167102445,3383200000,63.92850584147731,120.0,3,4.27682624e+18,15654249.851287834,30450011630384.84,2300000.0,2.1414581211630385e+18,7304597.171245153,8.222656305845236e-10
28,0.0,0,200000.0,2102247.9241792792,3628200000,0.0,0.0,0,4.76249124e+18,13663153.711563287,24431367353752.492,2100000.0,2.3836887567353754e+18,7315819.254766024,6.90823041132885e-10
29,102400000.0,1,0.0,2116576.2368116686,3770800000,30.6909985691178,120.0,1,5.175204e+18,12908447.617247092,20978626369281.29,2300000.0,2.589699862636928e+18,7315819.254766024,8.277225987951612e-10
30,90000000.0,0,200000.0,2155817.7438885025,3925800000,0.801532667566613,0.881761262496913,0,5.707077e+18,10948028.067735633,16193016896009.637,2100000.0,2.855157801689601e+18,7315819.254766024,8.217902781881881e-10
31,460800000.0,2,0.0,2036812.7231875588,3710000000,49.9742141020319,151.0,2,4.98053008e+18,15408174.996682124,30421449032661.957,2300000.0,2.4933071849032663e+18,7315819.254766024,8.568264292518949e-10
32,0.0,0,200000.0,2095585.4802643927,3955000000,0.0,0.0,0,5.49773108e+18,13750265.393194523,24386117738302.14,2100000.0,2.75130415177383e+18,7315819.254766024,6.908230411328864e-10
33,402400000.0,1,0.0,2067500.579797889,3797600000,22.585426925667324,120.0,1,5.89895488e+18,14806487.093052905,26954471956321.26,2300000.0,2.952172887195632e+18,7332693.583205869,2.9112072474913354e-10
34,0.0,0,200000.0,2126742.068220274,4042600000,0.0,0.0,0,6.45456388e+18,12858196.857779473,21243400815438.734,2100000.0,3.2294062800815437e+18,7332693.583205869,5.671317616917682e-10
35,102400000.0,1,0.0,2163761.334420437,4185200000,62.49376395140987,120.0,1,6.9509832e+18,11991850.09007195,19307747148136.645,2300000.0,3.4774223747148134e+18,7332693.583205869,4.4209684524343963e-10
36,90000000.0,0,200000.0,2203471.572842823,4340200000,0.6560571175339112,0.723310880891219,0,7.5528002e+18,10607446.789930332,14747511279392.58,2100000.0,3.777874851127939e+18,7332693.583205869,4.652683550932002e-10
37,102400000.0,1,0.0,2240490.8815803123,4482800000,62.4937612734058,120.0,1,8.10271504e+18,9459156.171820963,13842780229927.91,2300000.0,4.052741798022993e+18,7332695.114549622,3.051425778721809e-10
38,418400000.0,1,0.0,2131156.0236511347,4309400000,29.17167291348628,158.0,1,7.32032596e+18,13440377.10600747,24512995640442.78,2300000.0,3.6626142795640443e+18,7332695.114549622,3.0514257787217947e-10
39,252400000.0,1,0.0,2135623.2490552906,4302000000,32.16327450611957,120.0,1,7.83135632e+18,13698336.870734038,24547431077054.664,2300000.0,3.9181329031077053e+18,7332695.114549622,2.0327917127361296e-10
40,60000000.0,0,200000.0,2181843.9466816694,4487000000,0.5852462282709145,0.645929234825101,0,8.45810932e+18,12079557.804920545,19215372025613.258,2100000.0,4.2309761972025615e+18,7332695.114549622,1.941842242558822e-10
41,102400000.0,1,0.0,2218863.2554191593,4629600000,62.49375115584953,120.0,1,9.0394352e+18,11165642.569647113,17616047359123.605,2300000.0,4.5214792047359124e+18,7332695.114549622,3.2515146131118534e-10
42,1063208656.3620578,1,0.0,1889738.6093741087,3811391344,16.05880220605965,120.0,1,7.242555817861518e+18,21838147.7746493,38637311430990.49,2300000.0,3.625141640073858e+18,7332830.370206775,8.186091804418583e-10
43,92461527.12826903,1,0.0,1922120.9240446081,3963929817,21.522681162275262,120.0,1,7.578280722344915e+18,21070016.22443178,35271339886495.74,2410255.9258734984,3.792667495161107e+18,7332830.370206775,2.4660806730026387e-10
44,287417312.72411567,1,0.0,1952325.9966709863,3921512504,21.117665639974277,120.0,1,7.896360358370229e+18,20006651.55726254,32018982822017.555,2300000.0,3.951382077467316e+18,7332830.370206775,5.06069852690422e-10
45,318044932.37180567,2,0.0,1882288.559663836,3848467571,29.873165891218257,120.0,2,7.233297490640116e+18,22113638.797341686,34324582751599.914,2410255.9258734984,3.620081203595218e+18,7332830.370206775,2.3933210968608044e-10
46,162417312.72411567,1,0.0,1945175.923956881,3931050259,30.844053688907188,120.0,1,7.580817534808563e+18,19261719.360073727,29206624269145.934,2300000.0,3.793329429831196e+18,7332830.370206775,4.787850116372328e-10
47,113244932.3718057,1,0.0,1969493.3128302651,4062805326,21.646097029123638,120.0,1,7.933195168816573e+18,18326344.803269554,28357531364655.504,2410255.9258734984,3.969433337544752e+18,7332830.370206775,3.5574743151301525e-10
48,316017312.72411567,2,0.0,1993491.7882344218,3991788014,40.813961529278714,120.0,2,8.291605581128153e+18,16922393.226202436,28068185002494.887,2300000.0,4.148609609064326e+18,7332830.370206775,3.7692160503866624e-10
49,113244932.3718057,1,0.0,2007988.1547875863,4123543081,21.714656209462248,120.0,1,8.69522531687429e+18,16822893.24769461,28155375027920.574,2410255.9258734984,4.3504281959399373e+18,7332830.370206775,5.51544587779067e-10
50,162417312.72411567,1,0.0,2059764.4079695204,4206125768,30.7687178911672,120.0,1,9.152508177329001e+18,15082999.894439664,24924516182755.707,2300000.0,4.578746540282776e+18,7332830.370206775,5.002860348213348e-10
51,266844932.3718057,2,0.0,2006393.6376290368,4184280836,30.639512559203645,120.0,2,8.745735454813264e+18,16790020.948433097,27631411022327.926,2410255.9258734984,4.3756308685088645e+18,7332830.370206775,5.515445877790685e-10
52,362417312.72411567,1,0.0,2031433.7796998594,4066863523,22.43366176344628,120.0,1,9.193323723411109e+18,15900635.325079428,28078187217349.168,2300000.0,4.5994696804272896e+18,7332830.370206775,5.002860348213334e-10
53,407907552.1010078,2,0.0,1958080.343289377,3903955972,37.30873250948238,120.0,3,8.734158575388705e+18,18817175.352581594,36325352411569.38,2997219.708910172,4.3707118229355095e+18,7332831.790800869,8.536100160050412e-10
54,267488377.56820416,2,0.0,1978778.3748751981,3881467594,37.08225006208042,120.0,2,8.506130972764393e+18,18384114.43541757,35444744642281.016,3037564.8232674357,4.256609960846425e+18,7332831.790800869,5.663228774821564e-10
55,113244932.3718057,1,0.0,2038872.2560555153,4013222661,30.73161104745453,120.0,1,8.535080168738694e+18,17006409.61000475,30898382125897.66,2816383.3147287527,4.2706299225819366e+18,7332831.790800869,5.113131584799705e-10
56,277862619.72920215,2,0.0,2015481.3688747315,3980360041,27.145699805359595,120.0,3,8.408190947204174e+18,18060508.801137194,34005772435152.5,2995202.5164871165,4.2074960508456023e+18,7332831.790800869,5.223402821386062e-10
57,305712149.0934703,2,0.0,2033807.1908706587,3919647893,40.84006551533537,120.0,3,8.335845084939476e+18,17986420.29244809,34189746631697.73,3037564.8232674357,4.1713415171329075e+18,7332831.790800869,3.8794872869730047e-10
58,162400000.0,1,0.0,2085587.2406151278,4002247893,40.650610893451976,120.0,2,8.42917924093099e+18,16483442.047994165,30377251734286.47,2816383.3147287527,4.217627345638924e+18,7332831.790800869,4.5398557135812346e-10
59,221825056.83002543,2,0.0,2122117.726730727,4025422836,57.86936133816496,120.0,3,8.318229434179357e+18,16065093.16022096,31261041180099.91,3019342.9173549907,4.162240821207688e+18,7332831.790800869,3.952246863114839e-10
60,162400000.0,1,0.0,2168342.22091964,4108022836,40.642686400537066,120.0,2,8.419680673400433e+18,15074040.571899928,28102414859856.848,2798161.408816308,4.212650578186202e+18,7332831.790800869,3.847507867860204e-10
61,266862245.09592137,3,0.0,2188755.398375919,4086160590,49.53383786280231,120.0,3,8.267673377776571e+18,15308463.220660158,30119278251794.836,2977047.5281062014,4.1368486167134653e+18,7332831.790800869,3.259899017393808e-10
62,292822466.18590283,2,0.0,2207152.608535399,4038338124,24.69337084635617,120.0,2,8.552635974291122e+18,14825658.15600743,27708913304501.395,2755866.0195675185,4.279088878476011e+18,7332831.790800869,3.850776364444686e-10
63,236559826.11898455,3,0.0,2213724.400415725,4046778299,38.69909437093652,120.0,3,8.679933989545348e+18,15386740.40876165,29611169864389.99,3037564.8232674357,4.342928111759113e+18,7332831.790800869,6.24857388054072e-10
64,178656007.37145442,2,0.0,2262180.2186575453,4113122291,31.177014970084812,120.0,2,8.945116528428289e+18,14442631.950918272,27579652592615.28,3037564.8232674357,4.475316229473406e+18,7375105.814235625,6.685131337391681e-10
65,161743466.47186866,2,0.0,2309724.823808681,4196378824,44.732349981866385,120.0,2,8.971198793994813e+18,13847011.09235606,26840046686986.883,3037564.8232674357,4.4882834016661053e+18,7375347.420269085,1.0660617943969442e-09
66,389199473.8433231,3,0.0,2296262.8344788044,4052179350,31.081569410715087,120.0,3,8.833124702016023e+18,14475389.762276232,28256592209219.734,3037564.8232674357,4.419388010228933e+18,7375347.420269085,8.198805523385033e-10
67,169871470.15759587,3,0.0,2345838.5714473627,4127307880,46.396948714119276,120.0,3,9.043381384496563e+18,13742946.481740097,27574299123479.81,3037564.8232674357,4.52444812216063e+18,7375347.420269085,1.0564623620368252e-09
68,170543466.47186866,2,0.0,2385841.178129889,4201764415,30.577158175537832,120.0,2,9.329709134303103e+18,12799635.466784403,24916560947341.97,2805814.8088700636,4.667346223246286e+18,7375347.420269085,1.0369579639402104e-09
69,309692170.48449135,3,0.0,2400512.7684472557,4137072244,37.559671961431135,120.0,3,9.45196733189985e+18,13115214.778582042,27232132203928.38,3037564.8232674357,4.728706879170318e+18,7432603.208384597,1.1902154262166675e-09
70,235365218.40740943,3,0.0,2412289.7070483374,4146707025,30.72530391474986,120.0,3,9.651856269545253e+18,12865277.915749637,26523521383939.746,3037564.8232674357,4.82858048691102e+18,7432672.308545466,1.2133080651288708e-09
71,175365218.40740943,3,0.0,2461669.5866230116,4216341807,46.21099514833966,120.0,3,9.85821511708522e+18,12496447.340920446,26588817952722.13,3037564.8232674357,4.931766440337883e+18,7432672.308545466,8.640620996480664e-10
72,310365218.4074094,3,0.0,2461275.400016207,4150976589,26.413780201436197,120.0,3,1.006181887451975e+19,12701433.001353294,26068880955486.367,3037564.8232674357,5.033516325355424e+18,7432672.308545466,8.168815623932346e-10
73,175365218.40740943,3,0.0,2510655.2795908814,4220611370,46.01371403808421,120.0,3,1.0273767541848844e+19,12327262.19091095,26207382611976.54,3037564.8232674357,5.13950450918562e+18,7432672.308545466,7.476467778211315e-10
74,235365218.40740943,3,0.0,2526096.135396104,4230246152,30.677953980620632,120.0,3,1.0488586119072502e+19,12358366.724065807,25732856303987.37,3037564.8232674357,5.246866345166649e+18,7432672.308545466,8.168815623932346e-10
75,250365218.40740943,3,0.0,2553644.417748556,4224880933,36.862189770063246,120.0,3,1.0704249606190723e+19,12331958.168179445,25962301559969.89,3037564.8232674357,5.354721033251359e+18,7432672.308545466,1.2825428497009739e-09
76,241366502.42359394,3,0.0,2572685.616331891,4228514430,36.83582329361853,120.0,3,1.0902350675249222e+19,12209056.218251688,26347985922910.395,3037564.8232674357,5.453810136216902e+18,7479557.3399219075,9.915045451336368e-10
77,181366502.42359394,3,0.0,2594955.5753645813,4292147928,36.72348337479262,120.0,3,1.110664738767331e+19,12208392.84455244,25925977230597.273,3037564.8232674357,5.555916291559715e+18,7537202.59203503,8.315045318951775e-10
78,265149988.02880722,2,0.0,2609929.7878302764,4271997940,24.852949004427717,120.0,2,1.1358373025684873e+19,12200993.739265991,25429156958851.9,3037564.8232674357,5.681729428538322e+18,7537202.59203503,8.315045318951775e-10
79,167508022.80397704,2,0.0,2644048.9026108864,4349489918,40.85265661586233,120.0,2,1.1373420805902879e+19,11904094.739517322,24285061929482.363,3037564.8232674357,5.689138909144388e+18,7537202.597676553,8.333235212987233e-10
80,241366502.42359394,2,0.0,2652138.552756248,4353123415,30.69760155842283,120.0,2,1.121060847226296e+19,11991226.751820348,24859603357370.91,2783365.6278986717,5.607790196467216e+18,7537202.597676553,8.333235212987233e-10
81,321441496.4379975,3,0.0,2661838.392046837,4276681919,36.91301562995933,120.0,3,1.1354148852951593e+19,12778762.032816103,27508384008621.008,3037564.8232674357,5.679825264876659e+18,7537202.597676553,8.333235212987233e-10
82,176291508.40919033,2,0.0,2687144.0438671913,4345390411,30.738438372374347,120.0,2,1.1617258004078387e+19,12263418.156211138,25656913403208.61,2783365.6278986717,5.811194693379514e+18,7537202.597676553,8.533324047377278e-10
83,296441496.4379975,3,0.0,2695834.46097878,4293948914,36.98327925423261,120.0,3,1.1772888692079223e+19,12877200.618341126,28356124349196.098,3037564.8232674357,5.889279958474531e+18,7537202.597676553,7.840976201656247e-10
84,176291508.40919033,2,0.0,2720907.162670777,4362657406,30.787923181264844,120.0,2,1.2038365109356192e+19,12535737.869014151,26504618094003.504,2783365.6278986717,6.021833016487497e+18,7537202.597676553,7.148628355935216e-10
85,296441496.4379975,3,0.0,2700387.554459092,4311215909,30.74258937929201,120.0,3,1.220421110466923e+19,13551870.89113326,27988607907848.152,3037564.8232674357,6.1049044131254e+18,7537202.597676553,7.148628355935216e-10
86,176291508.40919033,2,0.0,2730972.2648019944,4379924401,30.849288586317297,120.0,2,1.2472054788096367e+19,12595961.920320353,26093119598123.387,2783365.6278986717,6.238636706007995e+18,7537202.597676553,7.148628355935216e-10
87,275224982.0432108,2,0.0,2748366.527272273,4349699419,24.964659180459883,120.0,2,1.2697826424453216e+19,12713375.525454624,27714580284922.773,3037564.8232674357,6.3516846702551e+18,7537209.071278015,1.0950316209346056e-09
88,197508022.80397704,2,0.0,2744099.92601267,4397191396,20.508985457058078,120.0,2,1.2690358519019706e+19,12805372.23594395,25340227644183.75,2783365.6278986717,6.347713282274271e+18,7537209.071278015,1.255102688446641e-09
89,326441496.4379975,3,0.0,2752632.443753813,4315749900,30.77929871381977,120.0,3,1.2872287615911256e+19,12677486.428486237,27765210330086.367,3037564.8232674357,6.438920328988636e+18,7537209.071278015,1.0950316209346056e-09
90,146291508.40919033,2,0.0,2792833.368473833,4414458391,30.800992596861178,120.0,2,1.314231831859283e+19,12305117.967337627,26036114452620.555,2783365.6278986717,6.573762770741677e+18,7537209.071278015,1.255102688446641e-09
91,275224982.0432108,2,0.0,2801314.3414223325,4384233409,24.961529269811706,120.0,2,1.3384303987012157e+19,12749610.08672166,27770568276046.676,3037564.8232674357,6.694929050333684e+18,7537209.071278015,1.0950316209346056e-09
92,132433028.78957343,1,0.0,2826033.269531675,4496800380,20.417590276525715,120.0,1,1.343831638843669e+19,12148966.371721767,24132226835883.367,2783365.6278986717,6.721571416901934e+18,7537209.071278015,1.6043486539274454e-09
93,391516490.45240116,3,0.0,2771369.106049325,4350283890,26.420741510758482,120.0,3,1.3165521496772446e+19,13824470.295628447,28663078337586.598,3037564.8232674357,6.585627056219982e+18,7537209.071278015,1.7079173630918376e-09
94,146291508.40919033,2,0.0,2809267.8018376254,4448992381,24.681114308945645,120.0,2,1.3430833900383318e+19,13131736.800954767,26101050373118.945,2783365.6278986717,6.718027055228971e+18,7537209.071278015,1.5478462955798022e-09
95,326441496.4379975,3,0.0,2811345.5246891207,4367550885,30.79795522283666,120.0,3,1.3633956087840446e+19,13207796.851411298,28206157240852.816,3037564.8232674357,6.819798659644308e+18,7560806.460575494,1.2640839486266486e-09
96,147849146.19593865,2,0.0,2853145.005230503,4464701739,30.923725391305172,120.0,2,1.389015728588731e+19,12512682.96003439,26480687621982.24,2777281.1052941857,6.947726711705853e+18,7600334.575923371,9.730456440593116e-10
97,332038389.88519025,3,0.0,2829342.5320002045,4377663348,26.42465819271528,120.0,3,1.4087176891340882e+19,13078664.649695436,28078795358518.87,3037564.8232674357,7.046396325206292e+18,7607553.17035265,1.3368435247684829e-09
98,148311136.23941252,2,0.0,2850958.393317128,4474352212,24.665159940789913,120.0,2,1.4341466521935661e+19,12304618.716536753,25548820515303.168,2775476.456686866,7.173288143019361e+18,7607553.17035265,1.3732233128394e-09
99,332500379.9286641,3,0.0,2846395.569235248,4386851832,30.790420727887014,120.0,3,1.4548847253590934e+19,12796735.527985917,28160660369310.41,3037564.8232674357,7.277239692832397e+18,7607553.17035265,1.3368435247684829e-09
100,97094621.8446258,1,0.0,2892815.1394145917,4534757210,21.096191070664663,120.0,1,1.4854545571968948e+19,12222623.183549847,25586167021463.254,2775476.456686866,7.429831402686621e+18,7607553.17035265,1.4896386346663348e-09
101,182433028.78957343,1,0.0,2902782.4237807565,4597324181,15.383998959605936,120.0,1,1.489862088925493e+19,11578918.247800833,22092349863522.46,2513388.0901062964,7.451519679613818e+18,7607553.17035265,1.3368435247684829e-09
102,416689623.61791575,3,0.0,2869433.204889204,4425634558,37.016201068613135,120.0,3,1.4580487139104395e+19,13247250.530637257,29695451683563.402,3037564.8232674357,7.293213114720554e+18,7607553.17035265,1.4605348042096011e-09
103,198311136.23941252,2,0.0,2876649.32364651,4472323422,20.651044560372576,120.0,2,1.4828026121664344e+19,12768488.051190661,26912654991023.395,2775476.456686866,7.416704326331274e+18,7607553.17035265,1.3732233128394e-09
104,151066475.82831818,2,0.0,2913483.9619846046,4566256946,30.95180895117673,120.0,2,1.5063053443894241e+19,12228774.968979064,25339939061178.082,2502625.0448371335,7.534060715853238e+18,7726310.398516066,1.3841372492606752e-09
105,407861020.54000694,3,0.0,2884965.7476114538,4403395925,30.991999781631662,120.0,3,1.5251792390401063e+19,13462146.29795517,30316372242197.43,3037564.8232674357,7.628927832424751e+18,7726310.398516066,1.398689164489042e-09
106,151066475.82831818,2,0.0,2884882.9386883015,4497329449,20.578810840821443,120.0,2,1.5480279598242703e+19,12894634.489165645,26523807643265.785,2764713.411417703,7.742792179885679e+18,7726310.398516066,1.2677219274337403e-09
107,201066475.82831818,2,0.0,2917502.588573508,4541262974,24.744027266407482,120.0,2,1.57145864761258e+19,12152021.371087778,24848709373067.33,2491861.9995679706,7.859778109000207e+18,7726310.398516066,1.2677219274337403e-09
108,151066475.82831818,2,0.0,2953344.655110234,4635196498,30.88946320157521,120.0,2,1.5957213024050354e+19,11769810.319503816,23447470893085.53,2410255.9258734984,7.980951259114486e+18,7726310.398516066,1.2240661817486398e-09
109,372442583.6302302,1,0.0,2919178.87286578,4507753915,11.627010140561703,120.0,1,1.6206257133794984e+19,12824424.8038784,26729843780831.152,2815661.6063243602,8.105801551275575e+18,7726310.398516066,1.7479351299698465e-09
110,202282990.2231049,2,0.0,2912098.4087618208,4550470924,20.513938817891763,120.0,2,1.6160096351546305e+19,12915131.933153542,24241216246715.77,2542810.1944746277,8.082472297397823e+18,7726310.398516066,1.5842260836507194e-09
111,201066475.82831818,2,0.0,2947255.315030547,4594404449,24.661584025251205,120.0,2,1.6397726949012707e+19,11559828.369912798,22497281830796.527,2410255.9258734984,8.201113202689434e+18,7726310.398516066,1.3513954399968497e-09
112,99849961.43353148,1,0.0,3005672.6079067485,4739554487,20.98095195630481,120.0,1,1.6693713341406368e+19,10961352.22917584,20289006545200.117,2410255.9258734984,8.348885571357704e+18,7726310.398516066,1.5405703379656188e-09
113,452282990.2231049,2,0.0,2929861.891896727,4532271496,15.837268456799755,120.0,2,1.6621084643293202e+19,12614559.358450983,23782411213856.645,2505505.9589254307,8.312920562767987e+18,7726310.398516066,1.2822738426621072e-09
114,151066475.82831818,2,0.0,2988017.7451218,4626205021,30.68507019185762,120.0,2,1.6858478552521126e+19,11413791.811663084,22018145880595.812,2410255.9258734984,8.431441090848623e+18,7726310.398516066,1.878902367025148e-09
115,149849961.43353146,1,0.0,3034355.016075172,4721355059,15.752571137248404,120.0,1,1.7151619014327083e+19,10831516.250724485,19747146611614.777,2410255.9258734984,8.577784221824703e+18,7726310.398516066,1.908006197481882e-09
116,352282990.2231049,2,0.0,2967823.407419552,4614072070,15.629300586862481,120.0,2,1.7092522400349434e+19,13047046.763079412,21534622016931.492,2410255.9258734984,8.54841466237641e+18,7726310.398516066,1.398689164489042e-09
117,201066475.82831818,2,0.0,3005945.841055562,4658005593,24.575169059640267,120.0,2,1.733217962133888e+19,11433588.773712099,19554169410904.84,2410255.9258734984,8.668045227610531e+18,7726310.398516066,1.322291609540116e-09
118,99849961.43353148,1,0.0,3075275.0272060465,4803155632,20.827118728050916,120.0,1,1.7629974152557126e+19,10269856.818504827,17309407879773.217,2410255.9258734984,8.81671801706654e+18,7726310.398516066,1.4823626770521514e-09
119,402282990.2231049,2,0.0,3022937.9178631864,4645872642,15.619600757057402,120.0,2,1.7569409622714997e+19,11532438.94777997,19079254330121.285,2410255.9258734984,8.786612736790511e+18,7726310.398516066,1.398689164489042e-09
120,151066475.82831818,2,0.0,3081178.877564351,4739806166,30.599966728269553,120.0,2,1.7813830155465957e+19,10137907.57533287,17610206820311.617,2410255.9258734984,8.90867609841501e+18,7726310.398516066,1.7879528968478553e-09
121,149849961.43353146,1,0.0,3129620.7465534406,4834956204,15.661815774202518,120.0,1,1.8113778756096504e+19,9277292.629719032,15761976145329.375,2410255.9258734984,9.058465575662785e+18,7726310.398516066,1.2386180969770066e-09
122,352282990.2231049,2,0.0,3096672.0999410474,4727673214,17.755126881215546,120.0,2,1.8054246310389891e+19,10539872.695160342,17326897377759.627,2410255.9258734984,9.028855844932722e+18,7726314.526183731,1.587864062457811e-09
123,201066475.82831818,2,0.0,3134770.5803549234,4771606738,24.5213788095045,120.0,2,1.8300930154902372e+19,9301378.869407455,16165644461406.7,2410255.9258734984,9.152081641897327e+18,7726314.526183731,1.587864062457811e-09
124,99849961.43353148,1,0.0,3203335.179514823,4916756776,20.728595674814848,120.0,1,1.860553282494521e+19,8684192.719619675,14526819049040.346,2410255.9258734984,9.304219094377509e+18,7726314.526183731,1.587864062457811e-09
125,402282990.2231049,2,0.0,3147916.7827386055,4759473787,15.541365097157671,120.0,2,1.854453246337411e+19,9946772.785060987,15978674730674.488,2410255.9258734984,9.273864099160123e+18,7726314.526183731,1.587864062457811e-09
126,152197286.25504565,2,0.0,3205557.215853599,4852276500,30.544648089779947,120.0,2,1.8794920758282256e+19,8746887.760866174,14975167120358.758,2410255.9258734984,9.398957895853165e+18,7743983.439101347,1.5497789718210697e-09
127,202197286.25504565,2,0.0,3244749.14548469,4895079214,24.510699887019534,120.0,2,1.905118201570201e+19,8357803.996422729,14330183208351.594,2410255.9258734984,9.52702402617184e+18,7775000.253243957,1.7134880181401968e-09
128,249849961.43353146,1,0.0,3269768.2472618055,4890229252,15.83407908666204,120.0,1,1.934242855398841e+19,8933465.926615985,14773056863788.24,2410255.9258734984,9.672691582680584e+18,7775000.253243957,1.7134880181401968e-09
129,254544611.0765598,2,0.0,3231937.5902233454,4880684642,17.550311689446136,120.0,2,1.9274617965601157e+19,9030748.726133011,14043590514640.867,2410255.9258734984,9.638713341852043e+18,7775000.253243957,1.7134880181401968e-09
130,252197286.25504565,2,0.0,3268307.330981064,4873487355,24.655482841165572,120.0,2,1.952553649580181e+19,8594444.789020583,14558367565287.332,2410255.9258734984,9.764224084657435e+18,7775000.253243957,1.7134880181401968e-09
